,cid,name,lead,lead_flag,num_contestants,poc_flag,season,show,year,white,afam,amin,hisp,asn_paci,oth,mult,race_data_flag,year_comp_flag,num_weeks,season_num_weeks,perc_weeks,winner_flag,lead_poc_flag
0,BA_1_ALEX_M_L,Alex Michel,Alex Michel,True,25,False,1,Bachelor,2002,1.0,,,,,,,True,False,,6,,,False
1,BA_01_AMANDA_M,Amanda M,Alex Michel,False,25,False,1,Bachelor,2002,1.0,,,,,,,True,False,6.0,6,1.0,True,False
2,BA_01_TRISTA_R,Trista R,Alex Michel,False,25,False,1,Bachelor,2002,1.0,,,,,,,True,False,6.0,6,1.0,False,False
3,BA_01_SHANNON_O,Shannon O,Alex Michel,False,25,False,1,Bachelor,2002,1.0,,,,,,,True,False,5.0,6,0.8333333333333334,False,False
4,BA_01_KIM_X,Kim X,Alex Michel,False,25,False,1,Bachelor,2002,1.0,,,,,,,True,False,4.0,6,0.6666666666666666,False,False
5,BA_01_CATHY_G,Cathy G,Alex Michel,False,25,False,1,Bachelor,2002,1.0,,,,,,,True,False,3.0,6,0.5,False,False
6,BA_01_CHRISTINA_X,Christina X,Alex Michel,False,25,False,1,Bachelor,2002,1.0,,,,,,,True,False,3.0,6,0.5,False,False
7,BA_01_LANEASE_A,Lanease A,Alex Michel,False,25,True,1,Bachelor,2002,,1.0,,,,,,True,False,3.0,6,0.5,False,False
8,BA_01_RHONDA_X,Rhonda X,Alex Michel,False,25,False,1,Bachelor,2002,1.0,,,,,,,True,False,3.0,6,0.5,False,False
9,BA_01_ALEXA_X,Alexa X,Alex Michel,False,25,False,1,Bachelor,2002,1.0,,,,,,,True,False,2.0,6,0.3333333333333333,False,False
10,BA_01_AMY_X,Amy X,Alex Michel,False,25,False,1,Bachelor,2002,1.0,,,,,,,True,False,2.0,6,0.3333333333333333,False,False
11,BA_01_ANGELA_X,Angela X,Alex Michel,False,25,False,1,Bachelor,2002,1.0,,,,,,,True,False,2.0,6,0.3333333333333333,False,False
12,BA_01_ANGELIQUE_X,Angelique X,Alex Michel,False,25,False,1,Bachelor,2002,1.0,,,,,,,True,False,2.0,6,0.3333333333333333,False,False
13,BA_01_KATIE_X,Katie X,Alex Michel,False,25,False,1,Bachelor,2002,1.0,,,,,,,True,False,2.0,6,0.3333333333333333,False,False
14,BA_01_MELISSA_X,Melissa X,Alex Michel,False,25,False,1,Bachelor,2002,1.0,,,,,,,True,False,2.0,6,0.3333333333333333,False,False
15,BA_01_TINA_X,Tina X,Alex Michel,False,25,True,1,Bachelor,2002,,,,,1.0,,,True,False,2.0,6,0.3333333333333333,False,False
16,BA_01_AMBER_X,Amber X,Alex Michel,False,25,False,1,Bachelor,2002,1.0,,,,,,,True,False,1.0,6,0.16666666666666666,False,False
17,BA_01_DANIELA_X,Daniela X,Alex Michel,False,25,False,1,Bachelor,2002,1.0,,,,,,,True,False,1.0,6,0.16666666666666666,False,False
18,BA_01_DENISE_X,Denise X,Alex Michel,False,25,False,1,Bachelor,2002,1.0,,,,,,,True,False,1.0,6,0.16666666666666666,False,False
19,BA_01_JACKIE_X,Jackie X,Alex Michel,False,25,False,1,Bachelor,2002,1.0,,,,,,,True,False,1.0,6,0.16666666666666666,False,False
20,BA_01_JILL_X,Jill X,Alex Michel,False,25,False,1,Bachelor,2002,1.0,,,,,,,True,False,1.0,6,0.16666666666666666,False,False
21,BA_01_KRISTINA_X,Kristina X,Alex Michel,False,25,True,1,Bachelor,2002,,1.0,,,,,,True,False,1.0,6,0.16666666666666666,False,False
22,BA_01_LISA_X,Lisa X,Alex Michel,False,25,False,1,Bachelor,2002,1.0,,,,,,,True,False,1.0,6,0.16666666666666666,False,False
23,BA_01_PAULA_X,Paula X,Alex Michel,False,25,False,1,Bachelor,2002,1.0,,,,,,,True,False,1.0,6,0.16666666666666666,False,False
24,BA_01_RACHEL_X,Rachel X,Alex Michel,False,25,False,1,Bachelor,2002,1.0,,,,,,,True,False,1.0,6,0.16666666666666666,False,False
25,BA_01_WENDI_X,Wendi X,Alex Michel,False,25,False,1,Bachelor,2002,1.0,,,,,,,True,False,1.0,6,0.16666666666666666,False,False
26,BA_2_AARON_B_L,Aaron Buerge,Aaron Buerge,True,25,False,2,Bachelor,2002,1.0,,,,,,,True,False,,7,,,False
27,BA_02_HELENE_E,Helene E,Aaron Buerge,False,25,False,2,Bachelor,2002,1.0,,,,,,,True,False,7.0,7,1.0,True,False
28,BA_02_BROOKE_S,Brooke S,Aaron Buerge,False,25,False,2,Bachelor,2002,1.0,,,,,,,True,False,7.0,7,1.0,False,False
29,BA_02_GWEN_G,Gwen G,Aaron Buerge,False,25,False,2,Bachelor,2002,1.0,,,,,,,True,False,6.0,7,0.8571428571428571,False,False
30,BA_02_ANGELA_X,Angela X,Aaron Buerge,False,25,False,2,Bachelor,2002,,,,,,,,False,False,5.0,7,0.7142857142857143,False,False
31,BA_02_HAYLEY_X,Hayley X,Aaron Buerge,False,25,False,2,Bachelor,2002,,,,,,,,False,False,4.0,7,0.5714285714285714,False,False
32,BA_02_HEATHER_C,Heather C,Aaron Buerge,False,25,False,2,Bachelor,2002,,,,,,,,False,False,4.0,7,0.5714285714285714,False,False
33,BA_02_HEATHER_X,Heather X,Aaron Buerge,False,25,False,2,Bachelor,2002,,,,,,,,False,False,3.0,7,0.42857142857142855,False,False
34,BA_02_CHRISTI_X,Christi X,Aaron Buerge,False,25,False,2,Bachelor,2002,,,,,,,,False,False,3.0,7,0.42857142857142855,False,False
35,BA_02_KYLA_X,Kyla X,Aaron Buerge,False,25,False,2,Bachelor,2002,1.0,,,,,,,True,False,3.0,7,0.42857142857142855,False,False
36,BA_02_SHANNON_X,Shannon X,Aaron Buerge,False,25,False,2,Bachelor,2002,,,,,,,,False,False,3.0,7,0.42857142857142855,False,False
37,BA_02_DANA_X,Dana X,Aaron Buerge,False,25,False,2,Bachelor,2002,,,,,,,,False,False,2.0,7,0.2857142857142857,False,False
38,BA_02_ERIN_X,Erin X,Aaron Buerge,False,25,False,2,Bachelor,2002,,,,,,,,False,False,2.0,7,0.2857142857142857,False,False
39,BA_02_ERIN_X2,Erin X,Aaron Buerge,False,25,False,2,Bachelor,2002,,,,,,,,False,False,1.0,7,0.14285714285714285,False,False
40,BA_02_SUZANNE_X,Suzanne X,Aaron Buerge,False,25,False,2,Bachelor,2002,,,,,,,,False,False,2.0,7,0.2857142857142857,False,False
41,BA_02_FRANCES_X,Frances X,Aaron Buerge,False,25,False,2,Bachelor,2002,,,,,,,,False,False,2.0,7,0.2857142857142857,False,False
42,BA_02_ANINDITA_X,Anindita X,Aaron Buerge,False,25,False,2,Bachelor,2002,,,,,,,,False,False,2.0,7,0.2857142857142857,False,False
43,BA_02_AMBER_X,Amber X,Aaron Buerge,False,25,False,2,Bachelor,2002,,,,,,,,False,False,1.0,7,0.14285714285714285,False,False
44,BA_02_CAMILLE_X,Camille X,Aaron Buerge,False,25,False,2,Bachelor,2002,,,,,,,,False,False,1.0,7,0.14285714285714285,False,False
45,BA_02_CARI_X,Cari X,Aaron Buerge,False,25,False,2,Bachelor,2002,,,,,,,,False,False,1.0,7,0.14285714285714285,False,False
46,BA_02_CHRISTY_X,Christy X,Aaron Buerge,False,25,False,2,Bachelor,2002,,,,,,,,False,False,1.0,7,0.14285714285714285,False,False
47,BA_02_FATIMA_X,Fatima X,Aaron Buerge,False,25,False,2,Bachelor,2002,,,,,,,,False,False,1.0,7,0.14285714285714285,False,False
48,BA_02_LIANGY_X,Liangy X,Aaron Buerge,False,25,True,2,Bachelor,2002,,,,1.0,,,,True,False,1.0,7,0.14285714285714285,False,False
49,BA_02_LORI_X,Lori X,Aaron Buerge,False,25,True,2,Bachelor,2002,,1.0,,,,,,True,False,1.0,7,0.14285714285714285,False,False
50,BA_02_MERILEE_X,Merilee X,Aaron Buerge,False,25,False,2,Bachelor,2002,,,,,,,,False,False,1.0,7,0.14285714285714285,False,False
51,BA_3_ANDREW_F_L,Andrew Firestone,Andrew Firestone,True,25,False,3,Bachelor,2003,1.0,,,,,,,True,False,,7,,,False
52,BA_03_JEN_X,Jen X,Andrew Firestone,False,25,False,3,Bachelor,2003,1.0,,,,,,,True,False,7.0,7,1.0,True,False
53,BA_03_KIRSTEN_X,Kirsten X,Andrew Firestone,False,25,False,3,Bachelor,2003,1.0,,,,,,,True,False,7.0,7,1.0,False,False
54,BA_03_TINA_X,Tina X,Andrew Firestone,False,25,False,3,Bachelor,2003,1.0,,,,,,,True,False,6.0,7,0.8571428571428571,False,False
55,BA_03_TINA_X2,Tina X,Andrew Firestone,False,25,False,3,Bachelor,2003,,,,,,,,False,False,3.0,7,0.42857142857142855,False,False
56,BA_03_CRISTINA_X,Cristina X,Andrew Firestone,False,25,False,3,Bachelor,2003,1.0,,,,,,,True,False,5.0,7,0.7142857142857143,False,False
57,BA_03_LIZ_X,Liz X,Andrew Firestone,False,25,False,3,Bachelor,2003,,,,,,,,False,False,4.0,7,0.5714285714285714,False,False
58,BA_03_ANN_MICHELLE_X,Ann Michelle X,Andrew Firestone,False,25,False,3,Bachelor,2003,,,,,,,,False,False,4.0,7,0.5714285714285714,False,False
59,BA_03_AUDREE_X,Audree X,Andrew Firestone,False,25,False,3,Bachelor,2003,,,,,,,,False,False,3.0,7,0.42857142857142855,False,False
60,BA_03_AMBER_X,Amber X,Andrew Firestone,False,25,False,3,Bachelor,2003,,,,,,,,False,False,3.0,7,0.42857142857142855,False,False
61,BA_03_HEATHER_X,Heather X,Andrew Firestone,False,25,False,3,Bachelor,2003,,,,,,,,False,False,3.0,7,0.42857142857142855,False,False
62,BA_03_RACHEL_X,Rachel X,Andrew Firestone,False,25,False,3,Bachelor,2003,,,,,,,,False,False,2.0,7,0.2857142857142857,False,False
63,BA_03_AMY_X,Amy X,Andrew Firestone,False,25,False,3,Bachelor,2003,,,,,,,,False,False,2.0,7,0.2857142857142857,False,False
64,BA_03_AMY_X2,Amy X,Andrew Firestone,False,25,False,3,Bachelor,2003,,,,,,,,False,False,1.0,7,0.14285714285714285,False,False
65,BA_03_SHANNON_X,Shannon X,Andrew Firestone,False,25,False,3,Bachelor,2003,,,,,,,,False,False,2.0,7,0.2857142857142857,False,False
66,BA_03_ELIZABETH_X,Elizabeth X,Andrew Firestone,False,25,False,3,Bachelor,2003,,,,,,,,False,False,2.0,7,0.2857142857142857,False,False
67,BA_03_CHRISTINA_X,Christina X,Andrew Firestone,False,25,False,3,Bachelor,2003,,,,,,,,False,False,2.0,7,0.2857142857142857,False,False
68,BA_03_KERRI_X,Kerri X,Andrew Firestone,False,25,False,3,Bachelor,2003,,,,,,,,False,False,1.0,7,0.14285714285714285,False,False
69,BA_03_JENNIFER_X,Jennifer X,Andrew Firestone,False,25,False,3,Bachelor,2003,,,,,,,,False,False,1.0,7,0.14285714285714285,False,False
70,BA_03_COURTNEY_X,Courtney X,Andrew Firestone,False,25,False,3,Bachelor,2003,,,,,,,,False,False,1.0,7,0.14285714285714285,False,False
71,BA_03_ANGELA_X,Angela X,Andrew Firestone,False,25,False,3,Bachelor,2003,,,,,,,,False,False,1.0,7,0.14285714285714285,False,False
72,BA_03_GINNY_X,Ginny X,Andrew Firestone,False,25,True,3,Bachelor,2003,,1.0,,,,,,True,False,1.0,7,0.14285714285714285,False,False
73,BA_03_BROOKE_X,Brooke X,Andrew Firestone,False,25,False,3,Bachelor,2003,,,,,,,,False,False,1.0,7,0.14285714285714285,False,False
74,BA_03_STEPHANIE_X,Stephanie X,Andrew Firestone,False,25,False,3,Bachelor,2003,,,,,,,,False,False,1.0,7,0.14285714285714285,False,False
75,BA_03_TIFFANY_X,Tiffany X,Andrew Firestone,False,25,False,3,Bachelor,2003,,,,,,,,False,False,1.0,7,0.14285714285714285,False,False
76,BA_03_KRISTEN_X,Kristen X,Andrew Firestone,False,25,False,3,Bachelor,2003,,,,,,,,False,False,1.0,7,0.14285714285714285,False,False
77,BA_4_BOB_G_L,Bob Guiney,Bob Guiney,True,25,False,4,Bachelor,2003,1.0,,,,,,,True,False,,7,,,False
78,BA_04_Kelly-Jo,Kelly-jo,Bob Guiney,False,25,False,4,Bachelor,2003,1.0,,,,,,,True,False,7.0,7,1.0,False,False
79,BA_04_Estella,Estella,Bob Guiney,False,25,False,4,Bachelor,2003,1.0,,,,,,,True,False,7.0,7,1.0,True,False
80,BA_04_Mary,Mary,Bob Guiney,False,25,False,4,Bachelor,2003,1.0,,,,,,,True,False,6.0,7,0.8571428571428571,False,False
81,BA_04_Meredith,Meredith,Bob Guiney,False,25,False,4,Bachelor,2003,,,,,,,,False,False,5.0,7,0.7142857142857143,False,False
82,BA_04_Brooke,Brooke,Bob Guiney,False,25,False,4,Bachelor,2003,,,,,,,,False,False,4.0,7,0.5714285714285714,False,False
83,BA_04_Lee-Ann,Lee-ann,Bob Guiney,False,25,False,4,Bachelor,2003,1.0,,,,,,,True,False,4.0,7,0.5714285714285714,False,False
84,BA_04_Misty,Misty,Bob Guiney,False,25,False,4,Bachelor,2003,1.0,,,,,,,True,False,3.0,7,0.42857142857142855,False,False
85,BA_04_Karin,Karin,Bob Guiney,False,25,True,4,Bachelor,2003,,1.0,,,,,,True,False,3.0,7,0.42857142857142855,False,False
86,BA_04_Jenny,Jenny,Bob Guiney,False,25,False,4,Bachelor,2003,1.0,,,,,,,True,False,3.0,7,0.42857142857142855,False,False
87,BA_04_Antoinette,Antoinette,Bob Guiney,False,25,False,4,Bachelor,2003,1.0,,,,,,,True,False,3.0,7,0.42857142857142855,False,False
88,BA_04_Lindsay,Lindsay,Bob Guiney,False,25,False,4,Bachelor,2003,1.0,,,,,,,True,False,2.0,7,0.2857142857142857,False,False
89,BA_04_Lanah,Lanah,Bob Guiney,False,25,False,4,Bachelor,2003,1.0,,,,,,,True,False,2.0,7,0.2857142857142857,False,False
90,BA_04_Jenn,Jenn,Bob Guiney,False,25,False,4,Bachelor,2003,1.0,,,,,,,True,False,2.0,7,0.2857142857142857,False,False
91,BA_04_Christine,Christine,Bob Guiney,False,25,False,4,Bachelor,2003,,,,,,,,False,False,2.0,7,0.2857142857142857,False,False
92,BA_04_Darla,Darla,Bob Guiney,False,25,False,4,Bachelor,2003,,,,,,,,False,False,1.0,7,0.14285714285714285,False,False
93,BA_04_Stacey,Stacey,Bob Guiney,False,25,False,4,Bachelor,2003,,,,,,,,False,False,1.0,7,0.14285714285714285,False,False
94,BA_04_Shea,Shea,Bob Guiney,False,25,False,4,Bachelor,2003,,,,,,,,False,False,1.0,7,0.14285714285714285,False,False
95,BA_04_Heather,Heather,Bob Guiney,False,25,False,4,Bachelor,2003,1.0,,,,,,,True,False,1.0,7,0.14285714285714285,False,False
96,BA_04_Lauren,Lauren,Bob Guiney,False,25,False,4,Bachelor,2003,,,,,,,,False,False,1.0,7,0.14285714285714285,False,False
97,BA_04_Kristi,Kristi,Bob Guiney,False,25,False,4,Bachelor,2003,1.0,,,,,,,True,False,1.0,7,0.14285714285714285,False,False
98,BA_04_Samentha,Samentha,Bob Guiney,False,25,False,4,Bachelor,2003,,,,,,,,False,False,1.0,7,0.14285714285714285,False,False
99,BA_04_Leona,Leona,Bob Guiney,False,25,False,4,Bachelor,2003,,,,,,,,False,False,1.0,7,0.14285714285714285,False,False
100,BA_04_Julie,Julie,Bob Guiney,False,25,True,4,Bachelor,2003,,1.0,,,,,,True,False,1.0,7,0.14285714285714285,False,False
101,BA_04_Shelly,Shelly,Bob Guiney,False,25,False,4,Bachelor,2003,,,,,,,,False,False,1.0,7,0.14285714285714285,False,False
102,BA_04_Lindsay_clippers,Lindsay Clippers,Bob Guiney,False,25,False,4,Bachelor,2003,1.0,,,,,,,True,False,2.0,7,0.2857142857142857,False,False
103,BA_5_JESSE_P_L,Jesse Palmer,Jesse Palmer,True,25,False,5,Bachelor,2004,1.0,,,,,,,True,False,,7,,,False
104,BA_05_JESSICA_B,Jessica B,Jesse Palmer,False,25,False,5,Bachelor,2004,1.0,,,,,,,True,False,7.0,7,1.0,True,False
105,BA_05_JESSICA_H,Jessica H,Jesse Palmer,False,25,False,5,Bachelor,2004,1.0,,,,,,,True,False,3.0,7,0.42857142857142855,False,False
106,BA_05_JESSICA_K,Jessica K,Jesse Palmer,False,25,False,5,Bachelor,2004,,,,,,,,False,False,1.0,7,0.14285714285714285,False,False
107,BA_05_TARA_H,Tara H,Jesse Palmer,False,25,False,5,Bachelor,2004,1.0,,,,,,,True,False,7.0,7,1.0,False,False
108,BA_05_MANDY_J,Mandy J,Jesse Palmer,False,25,False,5,Bachelor,2004,1.0,,,,,,,True,False,6.0,7,0.8571428571428571,False,False
109,BA_05_MANDY_C,Mandy C,Jesse Palmer,False,25,False,5,Bachelor,2004,1.0,,,,,,,True,False,2.0,7,0.2857142857142857,False,False
110,BA_05_TRISH_S,Trish S,Jesse Palmer,False,25,False,5,Bachelor,2004,1.0,,,,,,,True,False,5.0,7,0.7142857142857143,False,False
111,BA_05_SUZIE_W,Suzie W,Jesse Palmer,False,25,False,5,Bachelor,2004,,,,,,,,False,False,4.0,7,0.5714285714285714,False,False
112,BA_05_KAREN_L,Karen L,Jesse Palmer,False,25,False,5,Bachelor,2004,1.0,,,,,,,True,False,4.0,7,0.5714285714285714,False,False
113,BA_05_JULIE_D,Julie D,Jesse Palmer,False,25,False,5,Bachelor,2004,1.0,,,,,,,True,False,3.0,7,0.42857142857142855,False,False
114,BA_05_JENNY_S,Jenny S,Jesse Palmer,False,25,False,5,Bachelor,2004,1.0,,,,,,,True,False,3.0,7,0.42857142857142855,False,False
115,BA_05_JENNY_M,Jenny M,Jesse Palmer,False,25,False,5,Bachelor,2004,,,,,,,,False,False,1.0,7,0.14285714285714285,False,False
116,BA_05_KATIE_G,Katie G,Jesse Palmer,False,25,False,5,Bachelor,2004,1.0,,,,,,,True,False,3.0,7,0.42857142857142855,False,False
117,BA_05_JEANMARIE_C,Jeanmarie C,Jesse Palmer,False,25,False,5,Bachelor,2004,,,,,,,,False,False,2.0,7,0.2857142857142857,False,False
118,BA_05_ANNECATHERINE_L,Annecatherine L,Jesse Palmer,False,25,False,5,Bachelor,2004,,,,,,,,False,False,2.0,7,0.2857142857142857,False,False
119,BA_05_AMBER_L,Amber L,Jesse Palmer,False,25,False,5,Bachelor,2004,,,,,,,,False,False,2.0,7,0.2857142857142857,False,False
120,BA_05_KRISTY_R,Kristy R,Jesse Palmer,False,25,False,5,Bachelor,2004,,,,,,,,False,False,2.0,7,0.2857142857142857,False,False
121,BA_05_CELESTE_C,Celeste C,Jesse Palmer,False,25,True,5,Bachelor,2004,,,,,,,1.0,True,False,2.0,7,0.2857142857142857,False,False
122,BA_05_DEBBIE_M,Debbie M,Jesse Palmer,False,25,False,5,Bachelor,2004,,,,,,,,False,False,1.0,7,0.14285714285714285,False,False
123,BA_05_DOLORES_F,Dolores F,Jesse Palmer,False,25,False,5,Bachelor,2004,,,,,,,,False,False,1.0,7,0.14285714285714285,False,False
124,BA_05_FRANCINE_J,Francine J,Jesse Palmer,False,25,False,5,Bachelor,2004,,,,,,,,False,False,1.0,7,0.14285714285714285,False,False
125,BA_05_DESHAUN_W,Deshaun W,Jesse Palmer,False,25,True,5,Bachelor,2004,,1.0,,,,,,True,False,1.0,7,0.14285714285714285,False,False
126,BA_05_HOLLY_R,Holly R,Jesse Palmer,False,25,False,5,Bachelor,2004,,,,,,,,False,False,1.0,7,0.14285714285714285,False,False
127,BA_05_RACHEL_C,Rachel C,Jesse Palmer,False,25,False,5,Bachelor,2004,,,,,,,,False,False,1.0,7,0.14285714285714285,False,False
128,BA_05_KRISTIN_C,Kristin C,Jesse Palmer,False,25,False,5,Bachelor,2004,,,,,,,,False,False,1.0,7,0.14285714285714285,False,False
129,BA_6_BYRON_V_L,Byron Velvick,Byron Velvick,True,27,False,6,Bachelor,2004,1.0,,,,,,,True,False,,8,,,False
130,BA_06_Mary,Mary,Byron Velvick,False,27,True,6,Bachelor,2004,,,,1.0,,,,True,False,8.0,8,1.0,True,False
131,BA_06_Tanya,Tanya,Byron Velvick,False,27,False,6,Bachelor,2004,1.0,,,,,,,True,False,8.0,8,1.0,False,False
132,BA_06_Cynthia,Cynthia,Byron Velvick,False,27,False,6,Bachelor,2004,,,,,,,,False,False,7.0,8,0.875,False,False
133,BA_06_Cheresse,Cheresse,Byron Velvick,False,27,False,6,Bachelor,2004,1.0,,,,,,,True,False,6.0,8,0.75,False,False
134,BA_06_Andrea,Andrea,Byron Velvick,False,27,False,6,Bachelor,2004,,,,,,,,False,False,5.0,8,0.625,False,False
135,BA_06_Jayne,Jayne,Byron Velvick,False,27,False,6,Bachelor,2004,,,,,,,,False,False,5.0,8,0.625,False,False
136,BA_06_Krysta,Krysta,Byron Velvick,False,27,False,6,Bachelor,2004,,,,,,,,False,False,4.0,8,0.5,False,False
137,BA_06_Elizabeth,Elizabeth,Byron Velvick,False,27,True,6,Bachelor,2004,,1.0,,,,,,True,False,4.0,8,0.5,False,False
138,BA_06_Amanda,Amanda,Byron Velvick,False,27,False,6,Bachelor,2004,,,,,,,,False,False,3.0,8,0.375,False,False
139,BA_06_Kristie,Kristie,Byron Velvick,False,27,False,6,Bachelor,2004,,,,,,,,False,False,3.0,8,0.375,False,False
140,BA_06_Susie,Susie,Byron Velvick,False,27,False,6,Bachelor,2004,,,,,,,,False,False,3.0,8,0.375,False,False
141,BA_06_Heather,Heather,Byron Velvick,False,27,False,6,Bachelor,2004,,,,,,,,False,False,3.0,8,0.375,False,False
142,BA_06_Wende,Wende,Byron Velvick,False,27,False,6,Bachelor,2004,,,,,,,,False,False,2.0,8,0.25,False,False
143,BA_06_Natalie,Natalie,Byron Velvick,False,27,False,6,Bachelor,2004,,,,,,,,False,False,2.0,8,0.25,False,False
144,BA_06_Ashley,Ashley,Byron Velvick,False,27,False,6,Bachelor,2004,,,,,,,,False,False,2.0,8,0.25,False,False
145,BA_06_Kelley,Kelley,Byron Velvick,False,27,False,6,Bachelor,2004,,,,,,,,False,False,2.0,8,0.25,False,False
146,BA_06_Leina,Leina,Byron Velvick,False,27,False,6,Bachelor,2004,,,,,,,,False,False,2.0,8,0.25,False,False
147,BA_06_Carolyn,Carolyn,Byron Velvick,False,27,False,6,Bachelor,2004,,,,,,,,False,False,1.0,8,0.125,False,False
148,BA_06_Amy,Amy,Byron Velvick,False,27,False,6,Bachelor,2004,,,,,,,,False,False,1.0,8,0.125,False,False
149,BA_06_Lisa,Lisa,Byron Velvick,False,27,False,6,Bachelor,2004,,,,,,,,False,False,1.0,8,0.125,False,False
150,BA_06_Nicole,Nicole,Byron Velvick,False,27,False,6,Bachelor,2004,,,,,,,,False,False,1.0,8,0.125,False,False
151,BA_06_Kerry,Kerry,Byron Velvick,False,27,False,6,Bachelor,2004,,,,,,,,False,False,1.0,8,0.125,False,False
152,BA_06_Alma,Alma,Byron Velvick,False,27,False,6,Bachelor,2004,,,,,,,,False,False,1.0,8,0.125,False,False
153,BA_06_Kristin,Kristin,Byron Velvick,False,27,False,6,Bachelor,2004,,,,,,,,False,False,1.0,8,0.125,False,False
154,BA_06_Jennifer,Jennifer,Byron Velvick,False,27,False,6,Bachelor,2004,,,,,,,,False,False,1.0,8,0.125,False,False
155,BA_06_Abby,Abby,Byron Velvick,False,27,False,6,Bachelor,2004,,,,,,,,False,False,1.0,8,0.125,False,False
156,BA_06_Melinda,Melinda,Byron Velvick,False,27,False,6,Bachelor,2004,1.0,,,,,,,True,False,1.0,8,0.125,False,False
157,BA_7_CHARLIE_O_L,Charlie OConnell,Charlie OConnell,True,25,False,7,Bachelor,2005,1.0,,,,,,,True,False,,7,,,False
158,BA_07_Sarah B.,Sarah b.,Charlie OConnell,False,25,False,7,Bachelor,2005,1.0,,,,,,,True,False,7.0,7,1.0,True,False
159,BA_07_Sarah W.,Sarah w.,Charlie OConnell,False,25,False,7,Bachelor,2005,1.0,,,,,,,True,False,6.0,7,0.8571428571428571,False,False
160,BA_07_Krisily,Krisily,Charlie OConnell,False,25,False,7,Bachelor,2005,1.0,,,,,,,True,False,7.0,7,1.0,False,False
161,BA_07_Kimberly,Kimberly,Charlie OConnell,False,25,False,7,Bachelor,2005,1.0,,,,,,,True,False,5.0,7,0.7142857142857143,False,False
162,BA_07_Anitra,Anitra,Charlie OConnell,False,25,False,7,Bachelor,2005,1.0,,,,,,,True,False,4.0,7,0.5714285714285714,False,False
163,BA_07_Kindle,Kindle,Charlie OConnell,False,25,False,7,Bachelor,2005,1.0,,,,,,,True,False,4.0,7,0.5714285714285714,False,False
164,BA_07_Kara,Kara,Charlie OConnell,False,25,False,7,Bachelor,2005,1.0,,,,,,,True,False,3.0,7,0.42857142857142855,False,False
165,BA_07_Jenny,Jenny,Charlie OConnell,False,25,False,7,Bachelor,2005,1.0,,,,,,,True,False,3.0,7,0.42857142857142855,False,False
166,BA_07_Kerry,Kerry,Charlie OConnell,False,25,False,7,Bachelor,2005,1.0,,,,,,,True,False,2.0,7,0.2857142857142857,False,False
167,BA_07_Carrie,Carrie,Charlie OConnell,False,25,False,7,Bachelor,2005,1.0,,,,,,,True,False,2.0,7,0.2857142857142857,False,False
168,BA_07_Megan,Megan,Charlie OConnell,False,25,False,7,Bachelor,2005,1.0,,,,,,,True,False,2.0,7,0.2857142857142857,False,False
169,BA_07_Brenda,Brenda,Charlie OConnell,False,25,False,7,Bachelor,2005,1.0,,,,,,,True,False,1.0,7,0.14285714285714285,False,False
170,BA_07_Kristina,Kristina,Charlie OConnell,False,25,False,7,Bachelor,2005,1.0,,,,,,,True,False,1.0,7,0.14285714285714285,False,False
171,BA_07_Debby,Debby,Charlie OConnell,False,25,True,7,Bachelor,2005,,,,,1.0,,,True,False,1.0,7,0.14285714285714285,False,False
172,BA_07_Katie,Katie,Charlie OConnell,False,25,False,7,Bachelor,2005,1.0,,,,,,,True,False,1.0,7,0.14285714285714285,False,False
173,BA_07_Heather,Heather,Charlie OConnell,False,25,False,7,Bachelor,2005,1.0,,,,,,,True,False,1.0,7,0.14285714285714285,False,False
174,BA_07_Kristen,Kristen,Charlie OConnell,False,25,False,7,Bachelor,2005,1.0,,,,,,,True,False,1.0,7,0.14285714285714285,False,False
175,BA_07_Kyshawn,Kyshawn,Charlie OConnell,False,25,True,7,Bachelor,2005,,1.0,,,,,,True,False,1.0,7,0.14285714285714285,False,False
176,BA_07_Siomara,Siomara,Charlie OConnell,False,25,True,7,Bachelor,2005,,,,1.0,,,,True,False,1.0,7,0.14285714285714285,False,False
177,BA_07_Emilie,Emilie,Charlie OConnell,False,25,False,7,Bachelor,2005,1.0,,,,,,,True,False,1.0,7,0.14285714285714285,False,False
178,BA_07_Kristine,Kristine,Charlie OConnell,False,25,False,7,Bachelor,2005,1.0,,,,,,,True,False,1.0,7,0.14285714285714285,False,False
179,BA_07_Geitan,Geitan,Charlie OConnell,False,25,False,7,Bachelor,2005,1.0,,,,,,,True,False,1.0,7,0.14285714285714285,False,False
180,BA_07_Valerie,Valerie,Charlie OConnell,False,25,False,7,Bachelor,2005,1.0,,,,,,,True,False,1.0,7,0.14285714285714285,False,False
181,BA_07_Danushka,Danushka,Charlie OConnell,False,25,False,7,Bachelor,2005,1.0,,,,,,,True,False,1.0,7,0.14285714285714285,False,False
182,BA_07_Gina Marie,Gina marie,Charlie OConnell,False,25,False,7,Bachelor,2005,1.0,,,,,,,True,False,2.0,7,0.2857142857142857,False,False
183,BA_8_TRAVIS_LANE_S_L,Travis Lane Stork,Travis Lane Stork,True,25,False,8,Bachelor,2006,1.0,,,,,,,True,False,,7,,,False
184,BA_08_Sarah_S,Sarah S,Travis Lane Stork,False,25,False,8,Bachelor,2006,1.0,,,,,,,True,False,7.0,7,1.0,True,False
