,cid,name,lead,lead_flag,num_contestants,poc_flag,season,show,year,white,afam,amin,hisp,asn_paci,oth,mult,race_data_flag,year_comp_flag,num_weeks,season_num_weeks,perc_weeks,winner_flag,lead_poc_flag
912,BE_12_WILL_H,Will H,Joelle JoJo Fletcher,False,26,False,12,Bachelorette,2016,1.0,,,,,,,True,True,2.0,10,0.2,False,True
913,BE_12_BRANDON_H,Brandon H,Joelle JoJo Fletcher,False,26,False,12,Bachelorette,2016,1.0,,,,,,,True,True,2.0,10,0.2,False,True
914,BE_12_SAL_D,Sal D,Joelle JoJo Fletcher,False,26,False,12,Bachelorette,2016,1.0,,,,,,,True,True,1.0,10,0.1,False,True
915,BE_12_PETER_M,Peter M,Joelle JoJo Fletcher,False,26,True,12,Bachelorette,2016,,,,1.0,,,,True,True,1.0,10,0.1,False,True
916,BE_12_JONATHAN_H,Jonathan H,Joelle JoJo Fletcher,False,26,True,12,Bachelorette,2016,,,,,1.0,,,True,True,1.0,10,0.1,False,True
917,BE_12_JAKE_P,Jake P,Joelle JoJo Fletcher,False,26,False,12,Bachelorette,2016,1.0,,,,,,,True,True,1.0,10,0.1,False,True
918,BE_12_COLEY_K,Coley K,Joelle JoJo Fletcher,False,26,False,12,Bachelorette,2016,1.0,,,,,,,True,True,1.0,10,0.1,False,True
919,BE_13_RACHEL_L_L,Rachel Lindsay,Rachel Lindsay,True,31,True,13,Bachelorette,2017,,1.0,,,,,,True,True,,10,,,True
920,BE_13_BRYAN_A,Bryan A,Rachel Lindsay,False,31,False,13,Bachelorette,2017,1.0,,,,,,,True,True,10.0,10,1.0,True,True
921,BE_13_PETER_K,Peter K,Rachel Lindsay,False,31,False,13,Bachelorette,2017,1.0,,,,,,,True,True,10.0,10,1.0,False,True
922,BE_13_ERIC_B,Eric B,Rachel Lindsay,False,31,True,13,Bachelorette,2017,,1.0,,,,,,True,True,9.0,10,0.9,False,True
923,BE_13_DEAN_U,Dean U,Rachel Lindsay,False,31,False,13,Bachelorette,2017,1.0,,,,,,,True,True,8.0,10,0.8,False,True
924,BE_13_ADAM_G,Adam G,Rachel Lindsay,False,31,False,13,Bachelorette,2017,1.0,,,,,,,True,True,7.0,10,0.7,False,True
925,BE_13_MATT_M,Matt M,Rachel Lindsay,False,31,False,13,Bachelorette,2017,1.0,,,,,,,True,True,7.0,10,0.7,False,True
926,BE_13_ALEX_B,Alex B,Rachel Lindsay,False,31,False,13,Bachelorette,2017,1.0,,,,,,,True,True,6.0,10,0.6,False,True
927,BE_13_WILL_G,Will G,Rachel Lindsay,False,31,True,13,Bachelorette,2017,,1.0,,,,,,True,True,6.0,10,0.6,False,True
928,BE_13_KENNY_L,Kenny L,Rachel Lindsay,False,31,True,13,Bachelorette,2017,,1.0,,,,,,True,True,6.0,10,0.6,False,True
929,BE_13_ANTHONY_B,Anthony B,Rachel Lindsay,False,31,True,13,Bachelorette,2017,,1.0,,,,,,True,True,5.0,10,0.5,False,True
930,BE_13_JOSIAH_G,Josiah G,Rachel Lindsay,False,31,True,13,Bachelorette,2017,,1.0,,,,,,True,True,5.0,10,0.5,False,True
931,BE_13_LEE_G,Lee G,Rachel Lindsay,False,31,False,13,Bachelorette,2017,1.0,,,,,,,True,True,5.0,10,0.5,False,True
932,BE_13_IGGY_R,Iggy R,Rachel Lindsay,False,31,True,13,Bachelorette,2017,,,,1.0,,,,True,True,4.0,10,0.4,False,True
933,BE_13_JONATHAN_T,Jonathan T,Rachel Lindsay,False,31,False,13,Bachelorette,2017,1.0,,,,,,,True,True,4.0,10,0.4,False,True
934,BE_13_JACK_S,Jack S,Rachel Lindsay,False,31,False,13,Bachelorette,2017,1.0,,,,,,,True,True,4.0,10,0.4,False,True
935,BE_13_BRADY_E,Brady E,Rachel Lindsay,False,31,False,13,Bachelorette,2017,1.0,,,,,,,True,True,3.0,10,0.3,False,True
936,BE_13_BRYCE_P,Bryce P,Rachel Lindsay,False,31,False,13,Bachelorette,2017,1.0,,,,,,,True,True,3.0,10,0.3,False,True
937,BE_13_DIGGY_M,Diggy M,Rachel Lindsay,False,31,True,13,Bachelorette,2017,,1.0,,,,,,True,True,3.0,10,0.3,False,True
938,BE_13_FRED_J,Fred J,Rachel Lindsay,False,31,True,13,Bachelorette,2017,,1.0,,,,,,True,True,3.0,10,0.3,False,True
939,BE_13_BLAKE_E,Blake E,Rachel Lindsay,False,31,False,13,Bachelorette,2017,1.0,,,,,,,True,True,2.0,10,0.2,False,True
940,BE_13_BLAKE_K,Blake K,Rachel Lindsay,False,31,True,13,Bachelorette,2017,,,,,1.0,,,True,True,1.0,10,0.1,False,True
941,BE_13_JAMEY_K,Jamey K,Rachel Lindsay,False,31,False,13,Bachelorette,2017,1.0,,,,,,,True,True,2.0,10,0.2,False,True
942,BE_13_LUCAS_Y,Lucas Y,Rachel Lindsay,False,31,False,13,Bachelorette,2017,1.0,,,,,,,True,True,2.0,10,0.2,False,True
943,BE_13_DEMARIO_J,Demario J,Rachel Lindsay,False,31,True,13,Bachelorette,2017,,1.0,,,,,,True,True,2.0,10,0.2,False,True
944,BE_13_GRANT_H,Grant H,Rachel Lindsay,False,31,False,13,Bachelorette,2017,1.0,,,,,,,True,True,1.0,10,0.1,False,True
945,BE_13_JEDIDIAH_B,Jedidiah B,Rachel Lindsay,False,31,False,13,Bachelorette,2017,1.0,,,,,,,True,True,1.0,10,0.1,False,True
946,BE_13_KYLE_S,Kyle S,Rachel Lindsay,False,31,True,13,Bachelorette,2017,,1.0,,,,,,True,True,1.0,10,0.1,False,True
947,BE_13_MICHAEL_B,Michael B,Rachel Lindsay,False,31,True,13,Bachelorette,2017,,1.0,,,,,,True,True,1.0,10,0.1,False,True
948,BE_13_MILTON_L,Milton L,Rachel Lindsay,False,31,True,13,Bachelorette,2017,,1.0,,,,,,True,True,1.0,10,0.1,False,True
949,BE_13_MOHIT_S,Mohit S,Rachel Lindsay,False,31,True,13,Bachelorette,2017,,,,,1.0,,,True,True,1.0,10,0.1,False,True
950,BE_13_ROB_H,Rob H,Rachel Lindsay,False,31,False,13,Bachelorette,2017,1.0,,,,,,,True,True,1.0,10,0.1,False,True
951,BE_14_BECCA_K_L,Becca Kufrin,Becca Kufrin,True,28,False,14,Bachelorette,2018,1.0,,,,,,,True,True,,10,,,False
952,BE_14_GARRETT_Y,Garrett Y,Becca Kufrin,False,28,False,14,Bachelorette,2018,1.0,,,,,,,True,True,10.0,10,1.0,True,False
953,BE_14_BLAKE_H,Blake H,Becca Kufrin,False,28,False,14,Bachelorette,2018,1.0,,,,,,,True,True,10.0,10,1.0,False,False
954,BE_14_JASON_T,Jason T,Becca Kufrin,False,28,False,14,Bachelorette,2018,1.0,,,,,,,True,True,9.0,10,0.9,False,False
955,BE_14_COLTON_U,Colton U,Becca Kufrin,False,28,False,14,Bachelorette,2018,1.0,,,,,,,True,True,8.0,10,0.8,False,False
956,BE_14_WILLS_R,Wills R,Becca Kufrin,False,28,True,14,Bachelorette,2018,,1.0,,,,,,True,True,7.0,10,0.7,False,False
957,BE_14_LEO_D,Leo D,Becca Kufrin,False,28,True,14,Bachelorette,2018,,,,1.0,,,,True,True,7.0,10,0.7,False,False
958,BE_14_CONNOR_O,Connor O,Becca Kufrin,False,28,False,14,Bachelorette,2018,1.0,,,,,,,True,True,6.0,10,0.6,False,False
959,BE_14_LINCOLN_A,Lincoln A,Becca Kufrin,False,28,True,14,Bachelorette,2018,,1.0,,,,,,True,True,6.0,10,0.6,False,False
960,BE_14_CHRIS_R,Chris R,Becca Kufrin,False,28,False,14,Bachelorette,2018,1.0,,,,,,,True,True,6.0,10,0.6,False,False
961,BE_14_JOHN_G,John G,Becca Kufrin,False,28,True,14,Bachelorette,2018,,,,,1.0,,,True,True,5.0,10,0.5,False,False
962,BE_14_JORDAN_K,Jordan K,Becca Kufrin,False,28,False,14,Bachelorette,2018,1.0,,,,,,,True,True,5.0,10,0.5,False,False
963,BE_14_DAVID_R,David R,Becca Kufrin,False,28,False,14,Bachelorette,2018,1.0,,,,,,,True,True,5.0,10,0.5,False,False
964,BE_14_CHRISTON_S,Christon S,Becca Kufrin,False,28,True,14,Bachelorette,2018,,1.0,,,,,,True,True,4.0,10,0.4,False,False
965,BE_14_NICK_S,Nick S,Becca Kufrin,False,28,False,14,Bachelorette,2018,1.0,,,,,,,True,True,4.0,10,0.4,False,False
966,BE_14_JEAN_B,Jean B,Becca Kufrin,False,28,True,14,Bachelorette,2018,,1.0,,,,,,True,True,4.0,10,0.4,False,False
967,BE_14_MIKE_R,Mike R,Becca Kufrin,False,28,False,14,Bachelorette,2018,1.0,,,,,,,True,True,3.0,10,0.3,False,False
968,BE_14_RYAN_P,Ryan P,Becca Kufrin,False,28,False,14,Bachelorette,2018,1.0,,,,,,,True,True,3.0,10,0.3,False,False
969,BE_14_CLAY_H,Clay H,Becca Kufrin,False,28,True,14,Bachelorette,2018,,1.0,,,,,,True,True,3.0,10,0.3,False,False
970,BE_14_ALEX_T,Alex T,Becca Kufrin,False,28,False,14,Bachelorette,2018,1.0,,,,,,,True,True,2.0,10,0.2,False,False
971,BE_14_RICKEY_J,Rickey J,Becca Kufrin,False,28,True,14,Bachelorette,2018,,1.0,,,,,,True,True,2.0,10,0.2,False,False
972,BE_14_TRENT_J,Trent J,Becca Kufrin,False,28,False,14,Bachelorette,2018,1.0,,,,,,,True,True,2.0,10,0.2,False,False
973,BE_14_CHASE_V,Chase V,Becca Kufrin,False,28,False,14,Bachelorette,2018,1.0,,,,,,,True,True,1.0,10,0.1,False,False
974,BE_14_CHRISTIAN_E,Christian E,Becca Kufrin,False,28,True,14,Bachelorette,2018,,,,1.0,,,,True,True,1.0,10,0.1,False,False
975,BE_14_DARIUS_F,Darius F,Becca Kufrin,False,28,True,14,Bachelorette,2018,,1.0,,,,,,True,True,1.0,10,0.1,False,False
976,BE_14_GRANT_V,Grant V,Becca Kufrin,False,28,False,14,Bachelorette,2018,1.0,,,,,,,True,True,1.0,10,0.1,False,False
977,BE_14_JOE_A,Joe A,Becca Kufrin,False,28,False,14,Bachelorette,2018,1.0,,,,,,,True,True,1.0,10,0.1,False,False
978,BE_14_KAMIL_N,Kamil N,Becca Kufrin,False,28,False,14,Bachelorette,2018,1.0,,,,,,,True,True,1.0,10,0.1,False,False
979,BE_14_JAKE_E,Jake E,Becca Kufrin,False,28,False,14,Bachelorette,2018,1.0,,,,,,,True,True,1.0,10,0.1,False,False
